VNUM	LOCALE_NAME
34126	Küçük þimþek elementeri
34127	Küçük rüzgar elementeri
34128	Küçük toprak elementeri
34129	Küçük karanlk elementeri
34130	Oyunbaz aþk elçisi
34131	Sakar aþk elçisi
34132	Küçük aþk elçisi
34133	Mini Yengeç Savaþçýsý
34134	Mini Yengeç
34135	Oynak mumya
34136	Titrek mumya
34137	Sarsak mumya
34138	Yeþil yýlbaþý aðacý
34139	Budaklý yýlbaþý aðacý
34140	Küçük yýlbaþý aðacý
34141	Gece mavisi Anubis
34142	Kankýrmýzý Anubis
34143	Küçük Anubis
34145	Güçlü katil buz balinasý
34146	Uysal katil buz balinasý
34147	Kar Leonidas
34148	Astrabell
34149	Ateþ Ankasý
34150	Soðukkanlý Huzur Bozucu
34151	Zehirli Huzur Bozucu
34152	Küçük Huzur Bozucu
34153	Lapa
34154	Yapaðý
34155	Küçük Lapa
34156	Buz Gibi Ürkütücü Tabut
34157	Kan Kýrm. Ürkütücü Tabut
34158	Küçük Ürkütücü Tabut
34159	Çörek Dasher
34160	Çörek Rudolf
34161	Küçük Çörek Dasher
34162	Sevimli aþk ejderhasý
34163	Oyunbaz aþk ejderhasý
34164	Küçük aþk ejderhasý
34165	Bebek Kumandan
34166	Bebek Kumandan (kahramn)
34167	Minik Ateþ Kumandan
34168	Minik Buz Kumandan
34169	Minik Þimþek Kumandan
34170	Minik Rüzgar Kumandan
34171	Minik Toprak Kumandan
34172	Minik Karanlýk Kumandan
34173	Minik Kumandan
34174	Beyaz Angora Kedisi
34175	Kahverengi Angora Kedisi
34176	Angora Kediciði
34177	Þampiyon Topu
34178	Kar Tanesi Bambi
34180	Whistle
34181	Wrench
34182	Mini Whistle
34183	Sadýk katil buz balinasý
34184	Küçük buz balinasý
34185	Cesur Tiki korkuluðu
34186	Þýmarýk Tiki korkuluðu
34187	Küçük Tiki korkuluðu
34188	Kar Krampus
34189	Kömür Krampus
34190	Küçük Krampus
34191	Siyah boða
34192	Kahverengi boða
34193	Uysal boða
34194	Çimdik
34195	Kýskaç
34197	Lilith
34198	Helena
34199	Mini Lilith
34200	Altýn Long
34201	Gümüþ Long
34202	Küçük Long
34203	Küçük Balathor
34204	Balathor Junior
34205	Çakýl
34206	Mini Çakýl
34207	Ay Bekçisi Baykuþu
34208	Güneþ Bekçisi Baykuþu
34209	Küçük Bekçi Baykuþ
34210	Siyah balkabaðý korkusu
34211	Beyaz balkabaðý korkusu
34212	Küçük balkabaðý korkusu
34213	Mavi Kýþ Cücesi
34214	Pembe Kýþ Cücesi
34215	Küçük Kýþ Cücesi
34216	Küçük Maymun (F. Sv)
34217	Küçük Örümcek (F. Sv)
34218	Küçük Razadör (F. Sv)
34219	Küçük Nemere (F. Sv)
34220	Küçük Ejderha (F. Sv)
34221	Meley'in bebeði (F. Sv)
34222	Azrailcik (F. Sv)
34223	Tombik cellatcýk (F. Sv)
34224	Baashido Yavrusu (F. Sv)
34225	Nessie (F. Sv)
34226	Exedyar (F. Sv)
34227	Z. Mini-Alastor (F. Sv)
34228	Bebek Kumandan (F. Sv)
34229	Yavru Aamon
34230	Alevli Yavru Aamon
34231	Yavru Aamon (C. Sv)
36000	Kara Cehennem Atý
36001	Zalim Cehennem Atý
36005	Balathor'un buz kýlýcý
36006	Balathor'un gece kýlýcý
36007	Orman kaplaný
36008	Kar kaplaný
36009	Kar Noel Koçu
36010	Kömür Noel Koçu
40003	Turbo sörf tahtasý
40004	Wukong'un Fýrtýnasý
40005	Wukong'un Gürlemesi
60000	Lonca yöneticisi
60001	Lonca yöneticisi
60002	Lonca yöneticisi
60003	Teovahdan
